,house_type,price,address,square,object_type,latitude,longitude,year_of_construction,building_type,rooms,sauna
2470,"Kerrostalo, 1985",750,"Ruutikatu 8, Leppävaara, Espoo",30.0,1h + kk + s + las.p + vh,60.2231787,24.82200030233512,1985.0,Kerrostalo,1,True
2471,"Kerrostalo, 1956",1388,"Otakuja 3, Otaniemi, Espoo",22.0,1h+ak+kph,60.18305305,24.83260603130426,1956.0,Kerrostalo,1,False
2472,"Kerrostalo, 2021",1460,"Marinportti 4 A, Kivenlahti, Espoo",70.0,3h+kt+s,60.1568905,24.6258447,2021.0,Kerrostalo,3,True
2473,Kerrostalo,760,"Leenankuja 2, Matinkylä, Espoo",34.0,1h + k + p,60.15450665,24.740933350393405,,Kerrostalo,1,False
2474,"Kerrostalo, 2019",1560,"Runoratsunkatu 1, Vermonniitty, Espoo",80.0,3h+k+s,60.21494765,24.82770161825399,2019.0,Kerrostalo,3,True
2475,"Kerrostalo, 2022",1325,"Piispantilankuja 1, Friisilä, Espoo",66.0,3h+kt+p,60.1632803,24.7241119,2022.0,Kerrostalo,3,False
2476,"Kerrostalo, 1972",629,"Aallonhuippu 12 A, Kivenlahti, Espoo",36.0,1h+kk+kph,60.1525312,24.639802420329545,1972.0,Kerrostalo,1,False
2477,"Kerrostalo, 2012",985,"Adjutantinkatu 8 D, Mäkkylä, Espoo",53.5,2h+k+s+piha,60.22224245,24.83445533034945,2012.0,Kerrostalo,2,True
2478,"Kerrostalo, 1974",847,"Kirstinharju 23, Suvela, Espoo",46.0,2H+KK,60.2060519,24.67247958633972,1974.0,Kerrostalo,2,False
2479,"Kerrostalo, 1985",854,"Ankkuritie 6 D, Espoonlahti, Espoo",73.0,3h + keittiö,60.1462316,24.6406253,1985.0,Kerrostalo,3,False
2480,"Kerrostalo, 1999",546,"Patokuja 5 A, Karhusuo, Espoo",41.5,1h + tupakeittiö + sauna,60.22525505,24.65993710984465,1999.0,Kerrostalo,1,True
2481,"Kerrostalo, 2023",810,"Laidunmaanraitti 8, Nöykkiö, Espoo",32.5,2h+kt+ph+p,60.1705376,24.6686303,2023.0,Kerrostalo,2,False
2482,"Rivitalo, 1998",1469,"Vanha Turuntie 69, Karvasmäki, Espoo",81.5,3H+K+S,60.2196994,24.6895046,1998.0,Rivitalo,3,False
2483,"Kerrostalo, 2018",981,"PYYNTITIE 1 C, Matinkylä, Espoo",44.0,2 H + KT,60.1582057,24.736443,2018.0,Kerrostalo,2,False
2484,"Rivitalo, 1995",1430,"Nurmilinnuntie 2, Karakallio, Espoo",76.5,3 H+K+S,60.2338595,24.78140350000957,1995.0,Rivitalo,3,False
2485,"Kerrostalo, 1971",1099,"SAMMALKALLIONTIE 4 D, Olari, Espoo",73.5,3 H + K,60.1767893,24.7343037,1971.0,Kerrostalo,3,False
2486,"Kerrostalo, 2023",665,"Kuvastimentie 1 A 39, Olari, Espoo",24.0,1h + kt,60.1790461,24.7141861,2023.0,Kerrostalo,1,False
2487,"Kerrostalo, 2023",920,"Kuvastimentie 1 A 27, Olari, Espoo",48.5,2h + kt,60.1790461,24.7141861,2023.0,Kerrostalo,2,False
2488,"Kerrostalo, 2019",649,"Suurpellon puistokatu 9 A, Suurpelto, Espoo",29.0,1h+avok+kph+ranskalainen parveke,60.186579550000005,24.7440971894354,2019.0,Kerrostalo,1,True
2489,"Kerrostalo, 2005",698,"Amiraalin puistotie 12, Espoonlahti, Espoo",31.0,1h + kk + p,60.1514102,24.6621713,2005.0,Kerrostalo,1,False
2490,"Kerrostalo, 2022",745,"Kipparinkatu 4 B, Espoonlahti, Espoo",28.0,1h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,1,False
2491,"Kerrostalo, 2010",899,"Klariksentie 2, Suurpelto, Espoo",55.0,2H+K,60.1839623,24.7409251,2010.0,Kerrostalo,2,False
2492,"Kerrostalo, 2010",900,"Klariksentie 2, Suurpelto, Espoo",54.0,2H+KK,60.1839623,24.7409251,2010.0,Kerrostalo,2,False
2493,"Kerrostalo, 2011",719,"Piilipuuntie 11, Suurpelto, Espoo",36.5,1H+KT,60.1865831,24.741180502820328,2011.0,Kerrostalo,1,False
2494,"Kerrostalo, 2010",850,"Piilipuuntie 7, Suurpelto, Espoo",50.5,2H+K,60.18580975,24.740188263164896,2010.0,Kerrostalo,2,False
2495,"Kerrostalo, 1998",1030,"Kalastajanmäki 3, Matinkylä, Espoo",63.5,3H+K+S,60.1547173,24.72900213453772,1998.0,Kerrostalo,3,False
2496,"Kerrostalo, 1998",1030,"Kalastajanmäki 3, Matinkylä, Espoo",64.5,3H+K+S,60.1547173,24.72900213453772,1998.0,Kerrostalo,3,False
2497,"Kerrostalo, 2003",684,"Ullantorppa 2, Ymmersta, Espoo",43.5,2H+KK,60.2051512,24.7076185694936,2003.0,Kerrostalo,2,False
2498,"Kerrostalo, 2022",628,"Runoratsunkatu 9, Vermonniitty, Espoo",37.0,1H+KT,60.21460965,24.82874435493832,2022.0,Kerrostalo,1,False
2499,"Kerrostalo, 2017",984,"Puolikuu 2 C, Olari, Espoo",48.0,2h+k+s,60.1731699,24.7276308,2017.0,Kerrostalo,2,True
2500,"Kerrostalo, 2010",1049,"Porarinkatu 2 D, Leppävaara, Espoo",61.0,2h+k+s,60.2250231,24.8206659,2010.0,Kerrostalo,2,True
2501,"Kerrostalo, 2022",699,"Linda Tannerin kuja 1, Henttaa, Espoo",27.0,1h + avok,60.1880873,24.7352009,2022.0,Kerrostalo,1,False
2502,Rivitalo,399,"Koivusyrjä 22, Tapiola, Espoo",29.0,3h + k,60.1849713,24.78224971219063,,Rivitalo,3,False
2503,"Kerrostalo, 2001",950,"Kala-matti 4 B 51, Matinkylä, Espoo",47.5,2h + avok + s + p,60.1583854,24.7374442,2001.0,Kerrostalo,2,True
2504,"Kerrostalo, 1990",890,"Meriusva 5, Kivenlahti, Espoo",39.0,1h + avok + s + p,60.1547379,24.636512989235875,1990.0,Kerrostalo,1,True
2506,"Kerrostalo, 1958",630,"Pohjantie 8-10 C, Tapiola, Espoo",26.5,1h+kk+kph,60.1774701,24.79866642411404,1958.0,Kerrostalo,1,False
2507,"Kerrostalo, 1984",1700,"Visakoivunkuja 15 f 42, Tapiola, Espoo",64.5,3h + k + s + p,60.1889507,24.7856903,1984.0,Kerrostalo,3,True
2508,"Kerrostalo, 2022",959,"Niittykatu 8, Niittykumpu, Espoo",38.0,2H+KT,60.167855,24.75977588920505,2022.0,Kerrostalo,2,False
2509,"Kerrostalo, 1974",819,"Puosunrinne 6, Espoonlahti, Espoo",43.0,1H+K,60.1488276,24.648212157700765,1974.0,Kerrostalo,1,False
2510,"Kerrostalo, 2001",882,"NELIKKOTIE 2 C, Matinkylä, Espoo",42.5,2 H + KK + S,60.162125450000005,24.74098246535823,2001.0,Kerrostalo,2,False
2511,"Kerrostalo, 2015",825,"Henttaan puistokatu 8 A, Suurpelto, Espoo",45.5,2h+kt,60.1885033,24.7420165,2015.0,Kerrostalo,2,False
2512,"Kerrostalo, 1964",859,"Viherlaaksonranta 5 D, Viherlaakso, Espoo",51.4,2h+k,60.2301071,24.7410323,1964.0,Kerrostalo,2,False
2513,"Kerrostalo, 2016",690,"Tietäjäntie 10 C, Pohjois-Tapiola, Espoo",25.0,1h+avok+kph+lp,60.1870389,24.8035717,2016.0,Kerrostalo,1,False
2515,"Kerrostalo, 1975",960,"Kuunsäde 4 A, Olari, Espoo",75.0,3h + keittotila + parveke,60.1748933,24.7231464,1975.0,Kerrostalo,3,False
2516,"Kerrostalo, 1974",1167,"Puosunrinne 6, Espoonlahti, Espoo",77.5,3H+K,60.1488276,24.648212157700765,1974.0,Kerrostalo,3,False
2517,"Kerrostalo, 1961",650,"Vermonrinne 24, Vermo, Espoo",28.0,1h + kk,60.21844299999999,24.83975775,1961.0,Kerrostalo,1,False
2518,"Kerrostalo, 1997",1231,"Kala-Maija 1 B, Matinkylä, Espoo",92.0,4h + keittiö,60.1591413,24.7411963,1997.0,Kerrostalo,4,False
2519,"Kerrostalo, 2020",929,"Uuno Kailaan katu 2 C, Vermonniitty, Espoo",58.0,2h + tupakeittiö,60.2131039,24.8337703,2020.0,Kerrostalo,2,False
2522,"Kerrostalo, 2002",891,"Maailman-Matti 2 B, Matinkylä, Espoo",39.0,1H+K,60.1624288,24.7395988,2002.0,Kerrostalo,1,False
2523,"Kerrostalo, 2003",888,"Nelikkotie 8 C, Matinkylä, Espoo",47.0,2h+k,60.1619618,24.7498391,2003.0,Kerrostalo,2,False
2524,"Kerrostalo, 2002",747,"Nissinmäentie 7 A, Vanttila, Espoo",58.0,3h + keittokomero + sauna,60.1812869,24.6171697,2002.0,Kerrostalo,3,True
2525,"Kerrostalo, 2021",730,"Mestarinkatu 5, Leppävaara, Espoo",27.0,1h+kt+ransk.,60.2230655,24.8176155,2021.0,Kerrostalo,1,True
2526,"Kerrostalo, 2019",599,"Kummelivuorentie 10, Saunalahti, Espoo",28.0,1H+KT,60.1654234,24.62139635617509,2019.0,Kerrostalo,1,False
2527,"Kerrostalo, 2011",929,"Valakuja 8, Espoon keskus, Espoo",44.0,2H+KK,60.20254625,24.658588616316177,2011.0,Kerrostalo,2,False
2528,Kerrostalo,760,"Kalastajantie 3, Olari, Espoo",48.5,2h + k,60.1623758,24.7222532,,Kerrostalo,2,False
2529,"Kerrostalo, 1972",665,"Aallonhuippu 3 D, Kivenlahti, Espoo",37.0,"1h, kk, alkovi, kph",60.1502669,24.6400326,1972.0,Kerrostalo,1,False
2530,"Kerrostalo, 2023",763,"Teerimäenportti 3 A, Latokaski, Espoo",53.5,2h + keittokomero,60.1723357,24.6577479,2023.0,Kerrostalo,2,False
2531,"Kerrostalo, 2023",897,"Teerimäenportti 3 A, Latokaski, Espoo",64.0,3h + keittokomero,60.1723357,24.6577479,2023.0,Kerrostalo,3,False
2532,"Kerrostalo, 2023",741,"Teerimäenportti 3 A, Latokaski, Espoo",52.0,2h + keittokomero,60.1723357,24.6577479,2023.0,Kerrostalo,2,False
2533,"Kerrostalo, 2023",540,"Teerimäenportti 3 A, Latokaski, Espoo",33.0,1h + keittokomero,60.1723357,24.6577479,2023.0,Kerrostalo,1,False
2534,"Kerrostalo, 2023",741,"Teerimäenportti 3 A, Latokaski, Espoo",52.0,2h + keittokomero,60.1723357,24.6577479,2023.0,Kerrostalo,2,False
2535,"Kerrostalo, 2023",540,"Teerimäenportti 3 A, Latokaski, Espoo",33.0,1h + keittokomero,60.1723357,24.6577479,2023.0,Kerrostalo,1,False
2536,"Kerrostalo, 2023",741,"Teerimäenportti 3 A, Latokaski, Espoo",52.0,2h + keittokomero,60.1723357,24.6577479,2023.0,Kerrostalo,2,False
2537,"Kerrostalo, 2023",741,"Teerimäenportti 3 A, Latokaski, Espoo",52.0,2h + keittokomero,60.1723357,24.6577479,2023.0,Kerrostalo,2,False
2538,"Rivitalo, 2023",1154,"Teerimäenportti 3 B, Latokaski, Espoo",83.0,4h + keittokomero,60.1723357,24.6577479,2023.0,Rivitalo,4,False
2539,"Rivitalo, 2023",1154,"Teerimäenportti 3 B, Latokaski, Espoo",83.0,4h + keittokomero,60.1723357,24.6577479,2023.0,Rivitalo,4,False
2540,"Rivitalo, 2023",927,"Teerimäenportti 3 B, Latokaski, Espoo",64.5,3h + keittokomero,60.1723357,24.6577479,2023.0,Rivitalo,3,False
2541,"Rivitalo, 2023",927,"Teerimäenportti 3 B, Latokaski, Espoo",64.5,3h + keittokomero,60.1723357,24.6577479,2023.0,Rivitalo,3,False
2542,"Rivitalo, 2023",927,"Teerimäenportti 3 C, Latokaski, Espoo",64.5,3h + keittokomero,60.1723357,24.6577479,2023.0,Rivitalo,3,False
2543,"Rivitalo, 2023",1154,"Teerimäenportti 3 C, Latokaski, Espoo",83.0,4h + keittokomero,60.1723357,24.6577479,2023.0,Rivitalo,4,False
2546,"Luhtitalo, 2019",680,"Marinkallio 2 A, Kivenlahti, Espoo",30.5,1H+KT,60.1578591,24.6223136,2019.0,Luhtitalo,1,False
2547,"Kerrostalo, 1975",600,"Kuunsäde 6 C, Olari, Espoo",33.0,1h+kk+kph+vh+parvi,60.1742916,24.7226639,1975.0,Kerrostalo,1,False
2548,"Kerrostalo, 2021",762,"KOMENDANTINTIE 1 B, Mäkkylä, Espoo",24.5,1 H + KT,60.2225711,24.8300082,2021.0,Kerrostalo,1,False
2549,"Kerrostalo, 2020",740,"Kaarlo Sarkian katu 7 B, Vermonniitty, Espoo",33.0,"1h+kt+alkovi, ranskal. parv.",60.2150821,24.8341062,2020.0,Kerrostalo,1,True
2550,"Kerrostalo, 1964",699,"Viherlaaksonranta 7 F, Viherlaakso, Espoo",26.2,1h+kk,60.2301071,24.7410323,1964.0,Kerrostalo,1,False
2551,"Kerrostalo, 1965",929,"Kotkatie 6 K, Karakallio, Espoo",59.0,2h+k,60.2290148,24.7619614,1965.0,Kerrostalo,2,False
2552,"Kerrostalo, 2021",922,"Koronakatu 1 B, Matinkylä, Espoo",46.5,2h+kt,60.166598,24.7290861,2021.0,Kerrostalo,2,False
2553,"Kerrostalo, 1992",1130,"Espoonaukio 7 B 28, Espoon keskus, Espoo",75.0,3 h + k + s + p,60.2063271,24.6592761,1992.0,Kerrostalo,3,True
2554,"Kerrostalo, 1992",850,"Espoonaukio 7 D 50, Espoon keskus, Espoo",42.5,2 h + kk + p,60.2063271,24.6592761,1992.0,Kerrostalo,2,False
2555,"Kerrostalo, 1985",690,"Ruutikatu 10 B, Leppävaara, Espoo",28.5,1h+kk+kph+s+vh+lasitettu p,60.2236859,24.8198087,1985.0,Kerrostalo,1,True
2556,Kerrostalo,695,"Aallonkohina 8 D, Kivenlahti, Espoo",38.5,"1h, k, kph, vh",60.1481175,24.6401384,,Kerrostalo,1,False
2557,Kerrostalo,1350,"Kipparinkatu 4 A, Espoonlahti, Espoo",67.0,3h + avok + p,60.15081845,24.649959140607542,,Kerrostalo,3,False
2558,"Kerrostalo, 1975",650,"Sepetlahdentie 14 B, Matinkylä, Espoo",29.0,1h + kk + p,60.1528224,24.7445179,1975.0,Kerrostalo,1,False
2559,Kerrostalo,965,"Anjankuja 3, Matinkylä, Espoo",53.0,2h + k + vh + lasit. p,60.1574976,24.7409361,,Kerrostalo,2,True
2560,Kerrostalo,2514,"Harjuviita 20-22, Tapiola, Espoo",69.0,3h+k+kph+wc+p,60.1759987,24.82703450434132,,Kerrostalo,3,False
2561,Kerrostalo,1480,"Piispanpiha 3 E, Matinkylä, Espoo",77.0,3h+kt+vh+kh+s+lasitettu parveke,60.1649304,24.7353324,,Kerrostalo,3,True
2562,"Kerrostalo, 1962",720,"Niittykatu 3 A 10, Niittykumpu, Espoo",26.5,1h + kk + kph + lasitettu parveke,60.1680961,24.7597099,1962.0,Kerrostalo,1,True
2563,Kerrostalo,950,"Mestarinkatu 5, Espoo",45.0,2h + k + p,60.2230655,24.8176155,,Kerrostalo,2,False
2564,"Kerrostalo, 2021",795,"Ylismäentie 12 G37, Suurpelto, Espoo",31.5,1h + p,60.1816039,24.7457471,2021.0,Kerrostalo,1,False
2565,"Kerrostalo, 2019",740,"Niittykatu 1 B, Niittykumpu, Espoo",28.5,1H+KT+KPH+LP,60.1680961,24.7597099,2019.0,Kerrostalo,1,False
2566,"Kerrostalo, 2019",900,"Runoratsunkatu 3, Espoo",45.0,2h + avok + p,60.21464305000001,24.82691637709232,2019.0,Kerrostalo,2,False
2568,Erillistalo,530,"Rintamaantie, Espoo, Hirvisuo, Espoo",20.0,1h + minikeittiö + suihkullinen wc,60.2190484,24.6347492,,Erillistalo,1,True
2569,"Kerrostalo, 1972",660,"Matinraitti 3-5 D, Matinkylä, Espoo",32.0,1h + kk,60.157345,24.7446253,1972.0,Kerrostalo,1,False
2570,"Kerrostalo, 2023",500,"Linda Tannerin kuja 1, Henttaa, Espoo",22.0,1h + avok + p,60.1880873,24.7352009,2023.0,Kerrostalo,1,False
2571,Rivitalo,2300,"Rantapolku 2A 5, Haukilahti, Espoo",120.0,5h + k + khh + s + at,60.1594871,24.773671,,Rivitalo,5,True
2572,Kerrostalo,1130,"Kirjurinkuja 3 A 3, Leppävaara, Espoo",62.0,3h + avok + p,60.2155843,24.8259793,,Kerrostalo,3,False
2573,"Kerrostalo, 2014",882,"Ulappakatu 1, Espoonlahti, Espoo",40.0,2 h+kt,60.1506629,24.6548474,2014.0,Kerrostalo,2,False
2574,"Kerrostalo, 2014",916,"Kilonportti 5, Kilo, Espoo",44.0,2h+kt,60.2186378,24.78374950694753,2014.0,Kerrostalo,2,False
2575,"Kerrostalo, 2017",795,"Matinkallio 7, Matinkylä, Espoo",33.0,1h+kt,60.16427275,24.746003970653085,2017.0,Kerrostalo,1,False
2576,"Kerrostalo, 2021",989,"Kaisankuja 1, Matinkylä, Espoo",47.5,2h+kt,60.1576062,24.740146430340264,2021.0,Kerrostalo,2,False
2577,"Kerrostalo, 2023",950,"Itätuulenkuja 10 A, Tapiola, Espoo",30.0,1h + avok + L.PARV,60.173847,24.8018382,2023.0,Kerrostalo,1,False
2578,Kerrostalo,1500,"Otakallio 4, Otaniemi, Espoo",73.0,3h + avok + p,60.1826179,24.833565441774525,,Kerrostalo,3,False
2579,"Kerrostalo, 2019",689,"Linjaloistonkatu 7, Saunalahti, Espoo",31.5,1h + avok + p,60.16333,24.6247402,2019.0,Kerrostalo,1,False
2580,"Kerrostalo, 1974",939,"Joupinmäenrinne 6, Suvela, Espoo",59.5,2H+K,60.20343895,24.67494404576739,1974.0,Kerrostalo,2,False
2581,"Kerrostalo, 2017",838,"Armas Launiksen katu 1 A, Leppävaara, Espoo",34.0,1 H + KT,60.22081225,24.81998314859124,2017.0,Kerrostalo,1,False
2582,"Kerrostalo, 1978",695,"Sepetlahdentie 10 A, Matinkylä, Espoo",33.5,1h+avok+kph+alkovi,60.15234465,24.743478645077985,1978.0,Kerrostalo,1,False
2583,"Kerrostalo, 2023",844,"Jousenpuistonkatu 8, Tapiola, ESPOO",27.0,1H+KT,60.17412145,24.78174987510225,2023.0,Kerrostalo,1,False
2584,"Kerrostalo, 2014",844,"Matinpuronkuja 2 A, Matinkylä, Espoo",38.5,2h+kk,60.1615397,24.75501185,2014.0,Kerrostalo,2,False
2585,"Kerrostalo, 2019",752,"ANNA SAHLSTÉNIN KATU 10 A, Vermonniitty, Espoo",27.0,1 H + KT,60.21383315,24.82773988586968,2019.0,Kerrostalo,1,False
2586,"Kerrostalo, 2023",870,"Linnustajankuja 2, Lippajärvi, Espoo",42.0,2H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,2,False
2587,"Kerrostalo, 2023",685,"Linnustajankuja 2, Lippajärvi, Espoo",28.5,1H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,1,False
2588,"Kerrostalo, 2023",680,"Linnustajankuja 2, Lippajärvi, Espoo",28.5,1H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,1,False
2589,"Kerrostalo, 2023",690,"Linnustajankuja 2, Lippajärvi, Espoo",28.5,1H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,1,False
2590,"Kerrostalo, 2023",1180,"Linnustajankuja 2, Lippajärvi, Espoo",59.5,3H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,3,False
2591,"Kerrostalo, 2023",705,"Linnustajankuja 2, Lippajärvi, Espoo",28.5,1H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,1,False
2592,"Kerrostalo, 2023",690,"Linnustajankuja 2, Lippajärvi, Espoo",27.5,1H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,1,False
2593,"Kerrostalo, 2023",705,"Linnustajankuja 2, Lippajärvi, Espoo",30.5,1H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,1,False
2594,"Kerrostalo, 2023",758,"Linnustajankuja 2, Lippajärvi, Espoo",32.5,1H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,1,False
2595,"Kerrostalo, 2023",899,"Linnustajankuja 2, Lippajärvi, Espoo",44.0,2H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,2,False
2596,"Kerrostalo, 2023",900,"Linnustajankuja 2, Lippajärvi, Espoo",44.0,2H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,2,False
2597,"Kerrostalo, 2023",895,"Linnustajankuja 2, Lippajärvi, Espoo",42.0,2H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,2,False
2598,"Kerrostalo, 2023",865,"Linnustajankuja 2, Lippajärvi, Espoo",41.0,2H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,2,False
2599,"Kerrostalo, 2023",1520,"Linnustajankuja 2, Lippajärvi, Espoo",78.0,4H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,4,False
2600,"Kerrostalo, 2023",1198,"Linnustajankuja 2, Lippajärvi, Espoo",61.5,3H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,3,False
2601,"Kerrostalo, 2023",1520,"Linnustajankuja 2, Lippajärvi, Espoo",78.0,4H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,4,False
2602,"Kerrostalo, 2023",1465,"Linnustajankuja 2, Lippajärvi, Espoo",74.0,4H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,4,False
2603,"Kerrostalo, 2023",1465,"Linnustajankuja 2, Lippajärvi, Espoo",74.0,4H+KT,60.22679245,24.70872754467046,2023.0,Kerrostalo,4,False
2604,"Kerrostalo, 2019",923,"Niittykatu 1 D, Niittykumpu, Espoo",42.5,2 H + KT,60.1680961,24.7597099,2019.0,Kerrostalo,2,False
2605,"Kerrostalo, 1994",850,"Ruotutorppa 2, Kilo, Espoo",48.0,2h+kk+s,60.21829355,24.774656258320533,1994.0,Kerrostalo,2,True
2606,"Kerrostalo, 2019",1372,"NIITTYKATU 1 E, Niittykumpu, Espoo",67.0,3 H + KT + S,60.1680961,24.7597099,2019.0,Kerrostalo,3,False
2607,"Kerrostalo, 2014",916,"Matinpuronkuja 2 C, Matinkylä, Espoo",50.5,2h+kk,60.1614844,24.75320941257035,2014.0,Kerrostalo,2,False
2608,"Kerrostalo, 2020",720,"Majurinkatu 3 a espoo, Perkkaa, Espoo",29.5,1h + k + p,60.2134768,24.826625,2020.0,Kerrostalo,1,False
2609,"Kerrostalo, 2016",829,"Maakirjantie 1, Suurpelto, Espoo",39.5,2h+kt,60.1844025,24.7433777,2016.0,Kerrostalo,2,False
2610,"Kerrostalo, 2021",865,"Ylismäentie 12, Olari, Espoo",39.0,2H+KT,60.1787372,24.7420171,2021.0,Kerrostalo,2,False
2612,"Kerrostalo, 2018",909,"Suurpellon puistokatu 14 A, Suurpelto, Espoo",52.0,2h+k,60.1869397,24.7428039,2018.0,Kerrostalo,2,False
2613,"Kerrostalo, 2020",2900,"Suvikummuntie 1 C, Tapiola, Espoo",116.0,"5 h, keittiö, 2 x kph/wc, sauna ja parveke",60.1707089,24.7870102,2020.0,Kerrostalo,5,True
2614,"Kerrostalo, 1987",740,"ANKKURITIE 5 C 29, Espoonlahti, ESPOO",35.0,2h + avok + p,60.1462316,24.6406253,1987.0,Kerrostalo,2,False
2615,"Kerrostalo, 2017",730,"Pellaksenmäentie 13 A, Järvenperä, Espoo",41.0,2h+kt,60.2300832,24.6897558,2017.0,Kerrostalo,2,False
2616,"Kerrostalo, 2020",769,"Tynnyritie 1 C, Matinkylä, Espoo",29.0,1H+AVOK+LASITETTU P,60.1591101,24.7357069,2020.0,Kerrostalo,1,False
2617,"Kerrostalo, 2017",685,"Pellaksenmäentie 13 E, Järvenperä, Espoo",34.0,2h+kt,60.2292921,24.6920458,2017.0,Kerrostalo,2,False
2618,"Kerrostalo, 2017",949,"Niittysillankulma 2 C, Niittykumpu, Espoo",40.5,2h+kt,60.1696563,24.7656265,2017.0,Kerrostalo,2,False
2619,"Kerrostalo, 1971",899,"Soukankaari 13 G, Soukka, Espoo",59.0,2h+k,60.1406215,24.6726976,1971.0,Kerrostalo,2,False
2620,"Luhtitalo, 2017",920,"Kumppaninkuja 1 B, Kauklahti, Espoo",47.5,2h+kt,60.1999525,24.6067886,2017.0,Luhtitalo,2,False
2621,"Kerrostalo, 2022",730,"Rälssitilankuja 4, Niittykumpu, Espoo",26.0,1h+kt+terassi,60.17124965,24.75686673341809,2022.0,Kerrostalo,1,True
2622,"Kerrostalo, 1971",1080,"Aapelinkatu 13, Matinkylä, Espoo",58.0,2h + k + p,60.15550785,24.74656935752119,1971.0,Kerrostalo,2,False
2623,Kerrostalo,460,"Kelohongantie, Tapiola, ESPOO",25.0,1h+avok.+ransk.parveke,60.1738883,24.7946445,,Kerrostalo,1,True
2624,Kerrostalo,1495,"Nelikkokuja 10, Matinkylä, Espoo",78.0,3h + k + khh + s + p,60.16070915,24.74207985613345,,Kerrostalo,3,True
2625,"Kerrostalo, 1972",800,"Aapelinkatu 10, Matinkylä, Espoo",45.0,2h + kk,60.1545639,24.750048553151977,1972.0,Kerrostalo,2,False
2626,"Kerrostalo, 1974",729,"Hansatie 4 E, Kauklahti, Espoo",37.0,1h+kk,60.187682,24.5865098,1974.0,Kerrostalo,1,False
2627,"Kerrostalo, 2023",1328,"Vuoritontuntie 3 A, Niittykumpu, Espoo",60.0,3h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,3,False
2628,"Kerrostalo, 2023",1472,"Vuoritontuntie 3 C, Niittykumpu, Espoo",70.5,3h+tpk+p+var,60.1735594,24.7645565,2023.0,Kerrostalo,3,False
2629,"Kerrostalo, 2005",870,"Kilonkuja 3 A, Kilo, Espoo",55.5,2h+kk+kph+s+lasit.p,60.21831995,24.7798227904862,2005.0,Kerrostalo,2,True
2630,Kerrostalo,650,"Kirstintie 3, Espoon keskus, Espoo",34.0,1h + kk,60.2001301,24.66692182478434,,Kerrostalo,1,False
2631,Kerrostalo,1495,"Ullanmäentie 12 B, Ymmersta, Espoo",75.0,3h+k+s+kph+wc+Terassi,60.2063538,24.7013425,,Kerrostalo,3,True
2632,"Kerrostalo, 2022",649,"Kynäkatu 4, Suurpelto, Espoo",28.5,1h + avok + ransk.p,60.1857618,24.7477153,2022.0,Kerrostalo,1,True
2633,"Kerrostalo, 2013",878,"Tiimalasintie 5 B, Saunalahti, Espoo",49.5,2h+kt+terassi,60.1680002,24.6129256,2013.0,Kerrostalo,2,True
2634,"Kerrostalo, 1975",660,"Joupinmäenpolku 4, Espoon keskus, Espoo",33.5,1h + k +kph+makuusyvennys,60.2040962,24.674045389151512,1975.0,Kerrostalo,1,True
2635,"Kerrostalo, 2019",1048,"Koivu-Mankkaan tie 1, Tapiola, Espoo",47.0,1H+KT,60.1747538,24.7808189,2019.0,Kerrostalo,1,False
2636,"Kerrostalo, 1974",797,"Kirstinharju 23, Suvela, Espoo",38.0,1H+K,60.2060519,24.67247958633972,1974.0,Kerrostalo,1,False
2637,"Kerrostalo, 2019",670,"Suviniitynkatu 1, Espoon Keskus, Espoo",32.0,1h+kt,60.2051798,24.6658533,2019.0,Kerrostalo,1,False
2638,Kerrostalo,920,"Piispanpelto 3 A, Olari, Espoo",45.0,2h + kt + s + parveke,60.166699,24.7408684,,Kerrostalo,2,True
2639,"Kerrostalo, 2017",1000,"Haukilahdenkatu 1 A, Niittykumpu, Espoo",42.0,"2h,kt,kh,parveke",60.1702599,24.76406753183528,2017.0,Kerrostalo,2,False
2640,"Kerrostalo, 2021",940,"Tuuliniitty 5, Tapiola, Espoo",33.0,1h + avok + p,60.1731027,24.799371808783373,2021.0,Kerrostalo,1,False
2641,"Kerrostalo, 2020",1240,"Kuvastimentie 1 E, Olari, Espoo",65.5,3h+k+s,60.1790461,24.7141861,2020.0,Kerrostalo,3,True
