Unnamed: 0,house_type,price,address,square,object_type,price_per_square,year_of_construction,building_type,rooms,sauna,latitude,longitude
2776,"Immeuble, 1995",441377,"25 Quai Saint-Antoine, Lyon",98.0,Studio,4504,1995.0,Immeuble,1,False,45.7041755,4.7739292
2777,"Maison jumelée, 2019",266206,"25 Quai Saint-Antoine, Lyon",38.6,1 pièce,6897,2019.0,Maison jumelée,1,False,45.716367,4.8920695
2778,"Maison jumelée, 1984",492577,"4 Place Bellecour, Lyon",105.8,4 pièces,4656,1984.0,Maison jumelée,4,False,45.7444704,4.8565784
2779,"Immeuble, 2015",531839,"13 Rue de Marseille, Lyon",112.7,"3 pièces, terrasse",4719,2015.0,Immeuble,3,False,45.762535,4.848818
2780,"Appartement, 1990",135866,"4 Place Bellecour, Lyon",35.1,"3 pièces, terrasse",3871,1990.0,Appartement,3,False,45.8388986,4.8428096
2781,"Maison jumelée, 2007",794190,"13 Rue de Marseille, Lyon",111.5,2 pièces,7123,2007.0,Maison jumelée,2,False,45.837523,4.7723056
2782,"Maison jumelée, 1981",470609,"10 Rue de la République, Lyon",94.0,1 pièce,5006,1981.0,Maison jumelée,1,False,45.8310495,4.8580341
2783,"Maison individuelle, 1993",212690,"27 Rue du Président Édouard Herriot, Lyon",112.0,4 pièces,1899,1993.0,Maison individuelle,4,False,45.7507301,4.7979795
2784,"Immeuble, 1974",672891,"5 Rue Garibaldi, Lyon",34.3,Studio,19618,1974.0,Immeuble,3,False,45.7176011,4.947381
2785,"Maison de ville, 1980",565183,"8 Avenue Jean Jaurès, Lyon",111.2,3 pièces,5083,1980.0,Maison de ville,3,False,45.7672355,4.9419798
2786,"Penthouse, 1996",616635,"17 Rue Pasteur, Lyon",64.4,Studio,9575,1996.0,Penthouse,1,False,45.8229683,4.7617062
2787,"Appartement, 1973",101731,"25 Quai Saint-Antoine, Lyon",98.2,4 pièces,1036,1973.0,Appartement,4,False,45.7675175,4.7872141
2788,"Immeuble, 1999",712935,"25 Quai Saint-Antoine, Lyon",105.0,1 pièce,6790,1999.0,Immeuble,1,False,45.8481701,4.7611705
2789,"Maison individuelle, 1988",651774,"13 Rue de Marseille, Lyon",115.0,2 pièces,5668,1988.0,Maison individuelle,2,False,45.7689381,4.933992
2790,"Résidence étudiante, 2005",522253,"17 Rue Pasteur, Lyon",111.3,5 pièces,4692,2005.0,Résidence étudiante,5,False,45.7454961,4.7643362
2791,"Maison jumelée, 1980",484126,"10 Rue de la République, Lyon",97.1,"3 pièces, ascenseur",4986,1980.0,Maison jumelée,3,False,45.7231233,4.8709146
2792,"Maison individuelle, 1985",552866,"27 Rue du Président Édouard Herriot, Lyon",51.6,4 pièces,10714,1985.0,Maison individuelle,4,False,45.727582,4.9225327
2793,"Maison de ville, 2004",224648,"2 Rue Victor Hugo, Lyon",45.6,Studio,4926,2004.0,Maison de ville,2,False,45.8536208,4.7826792
2794,"Maison de ville, 2003",398420,"92 Quai Perrache, Lyon",96.3,"3 pièces, terrasse",4137,2003.0,Maison de ville,3,False,45.7259501,4.8335654
2795,"Studio, 2024",274689,"13 Rue de Marseille, Lyon",83.7,"2 pièces, balcon",3282,2024.0,Studio,2,False,45.8509228,4.8031261
2796,"Maison individuelle, 2004",652322,"17 Rue Pasteur, Lyon",48.7,5 pièces,13395,2004.0,Maison individuelle,5,False,45.7861564,4.8453365
2797,"Loft, 2024",553215,"2 Rue Victor Hugo, Lyon",113.1,"3 pièces, ascenseur",4891,2024.0,Loft,3,False,45.868875,4.8359126
2798,"Maison individuelle, 2024",535606,"10 Rue de la République, Lyon",26.1,"2 pièces, balcon",20521,2024.0,Maison individuelle,2,False,45.8531611,4.925802
2799,"Immeuble, 1970",533095,"10 Rue de la République, Lyon",50.5,1 pièce,10556,1970.0,Immeuble,1,False,45.7455221,4.8261572
2800,"Résidence étudiante, 2005",646947,"5 Rue Garibaldi, Lyon",38.5,3 pièces,16804,2005.0,Résidence étudiante,3,False,45.8507237,4.8324584
2801,"Appartement, 2005",104642,"27 Rue du Président Édouard Herriot, Lyon",30.3,1 pièce,3454,2005.0,Appartement,1,False,45.7391035,4.9093577
2802,"Appartement, 1997",141031,"5 Rue Garibaldi, Lyon",28.0,1 pièce,5037,1997.0,Appartement,1,False,45.7225128,4.8642184
2803,"Studio, 1992",571868,"13 Rue de Marseille, Lyon",22.7,3 pièces,25192,1992.0,Studio,3,False,45.8420242,4.7662517
2804,"Résidence de standing, 2023",460089,"25 Quai Saint-Antoine, Lyon",103.9,3 pièces,4428,2023.0,Résidence de standing,3,False,45.8220708,4.7575548
2805,"Appartement, 1974",147920,"5 Rue Garibaldi, Lyon",87.7,"3 pièces, ascenseur",1687,1974.0,Appartement,3,False,45.8290588,4.759806
2806,"Loft, 2013",799932,"10 Rue de la République, Lyon",118.0,"5 pièces, duplex",6779,2013.0,Loft,5,False,45.7454549,4.8790584
2807,"Maison de ville, 2006",660115,"5 Rue Garibaldi, Lyon",86.9,"5 pièces, duplex",7596,2006.0,Maison de ville,5,False,45.7191537,4.7956364
2808,"Maison individuelle, 2009",357177,"8 Avenue Jean Jaurès, Lyon",81.9,"3 pièces, ascenseur",4361,2009.0,Maison individuelle,3,False,45.7588961,4.784339
2809,"Résidence de standing, 1991",487550,"5 Rue Garibaldi, Lyon",72.8,"2 pièces, balcon",6697,1991.0,Résidence de standing,2,False,45.7964508,4.8684578
2810,"Résidence étudiante, 1973",634608,"17 Rue Pasteur, Lyon",40.3,"5 pièces, duplex",15747,1973.0,Résidence étudiante,5,False,45.6979526,4.8364359
2811,"Studio, 1987",615195,"92 Quai Perrache, Lyon",79.2,"2 pièces, balcon",7768,1987.0,Studio,2,False,45.7760285,4.791878
2812,"Maison jumelée, 2023",347036,"10 Rue de la République, Lyon",73.9,"2 pièces, balcon",4696,2023.0,Maison jumelée,2,False,45.8601789,4.8486122
2813,"Maison jumelée, 1979",315404,"5 Rue Garibaldi, Lyon",36.8,"3 pièces, ascenseur",8571,1979.0,Maison jumelée,3,False,45.7472846,4.7627202
2814,"Appartement, 1974",134466,"8 Avenue Jean Jaurès, Lyon",46.6,"3 pièces, terrasse",2886,1974.0,Appartement,3,False,45.8220087,4.7937059
2815,"Maison individuelle, 1986",273490,"25 Quai Saint-Antoine, Lyon",22.8,"4 pièces, jardin",11995,1986.0,Maison individuelle,4,False,45.7201274,4.7819531
2816,"Maison individuelle, 2014",288307,"2 Rue Victor Hugo, Lyon",119.3,Studio,2417,2014.0,Maison individuelle,1,False,45.7546836,4.9067345
2817,"Appartement, 1971",159369,"27 Rue du Président Édouard Herriot, Lyon",119.3,"5 pièces, duplex",1336,1971.0,Appartement,5,False,45.8316897,4.8041928
2818,"Maison de ville, 1976",466353,"10 Rue de la République, Lyon",97.9,"2 pièces, balcon",4764,1976.0,Maison de ville,2,False,45.7329927,4.7578183
2819,"Maison de ville, 2000",261981,"92 Quai Perrache, Lyon",37.1,1 pièce,7061,2000.0,Maison de ville,1,False,45.7140036,4.7564551
2820,"Appartement, 1979",157966,"27 Rue du Président Édouard Herriot, Lyon",52.4,"5 pièces, duplex",3015,1979.0,Appartement,5,False,45.7895624,4.9236259
2821,"Maison jumelée, 2003",227622,"27 Rue du Président Édouard Herriot, Lyon",80.1,5 pièces,2842,2003.0,Maison jumelée,5,False,45.8334868,4.8533317
2822,"Immeuble, 2021",503655,"4 Place Bellecour, Lyon",37.0,3 pièces,13612,2021.0,Immeuble,3,False,45.8298609,4.8097151
2823,"Penthouse, 1980",666876,"2 Rue Victor Hugo, Lyon",85.8,5 pièces,7772,1980.0,Penthouse,5,False,45.712202,4.8642538
2824,"Résidence étudiante, 1998",503518,"2 Rue Victor Hugo, Lyon",78.7,4 pièces,6398,1998.0,Résidence étudiante,4,False,45.7802637,4.8496424
2825,"Résidence de standing, 2003",770859,"10 Rue de la République, Lyon",85.5,"3 pièces, ascenseur",9016,2003.0,Résidence de standing,3,False,45.700091,4.857375
2826,"Immeuble, 1970",521069,"27 Rue du Président Édouard Herriot, Lyon",64.0,5 pièces,8142,1970.0,Immeuble,5,False,45.6958726,4.8095806
2827,"Maison jumelée, 1995",520022,"8 Avenue Jean Jaurès, Lyon",95.5,"3 pièces, ascenseur",5445,1995.0,Maison jumelée,3,False,45.7168576,4.9175752
2828,"Studio, 1975",284450,"92 Quai Perrache, Lyon",113.4,5 pièces,2508,1975.0,Studio,5,False,45.8280312,4.8085086
2829,"Résidence étudiante, 1999",540542,"13 Rue de Marseille, Lyon",115.2,1 pièce,4692,1999.0,Résidence étudiante,1,False,45.8012595,4.805148
2830,"Résidence de standing, 1984",219454,"17 Rue Pasteur, Lyon",65.3,4 pièces,3361,1984.0,Résidence de standing,4,False,45.8392277,4.9000509
2831,"Maison individuelle, 2024",590892,"8 Avenue Jean Jaurès, Lyon",53.3,4 pièces,11086,2024.0,Maison individuelle,4,False,45.7844178,4.8761978
2832,"Maison de ville, 1982",335119,"10 Rue de la République, Lyon",110.6,"4 pièces, jardin",3030,1982.0,Maison de ville,4,False,45.7804725,4.7691994
2833,"Studio, 1992",374963,"27 Rue du Président Édouard Herriot, Lyon",30.9,2 pièces,12135,1992.0,Studio,2,False,45.8028671,4.9279581
2834,"Résidence étudiante, 1995",639635,"92 Quai Perrache, Lyon",54.6,2 pièces,11715,1995.0,Résidence étudiante,2,False,45.7656199,4.9043475
2835,"Studio, 2008",347901,"17 Rue Pasteur, Lyon",102.3,5 pièces,3401,2008.0,Studio,5,False,45.8379845,4.8730217
2836,"Penthouse, 2023",551459,"27 Rue du Président Édouard Herriot, Lyon",20.2,"2 pièces, balcon",27300,2023.0,Penthouse,2,False,45.824621,4.9113903
2837,"Loft, 2009",364741,"27 Rue du Président Édouard Herriot, Lyon",103.3,2 pièces,3531,2009.0,Loft,2,False,45.7609634,4.791765
2838,"Studio, 2012",282845,"17 Rue Pasteur, Lyon",110.1,5 pièces,2569,2012.0,Studio,5,False,45.7980298,4.8692934
2839,"Penthouse, 1999",529252,"92 Quai Perrache, Lyon",84.8,2 pièces,6241,1999.0,Penthouse,2,False,45.7258226,4.7575352
2840,"Penthouse, 1997",592169,"92 Quai Perrache, Lyon",64.1,"4 pièces, parking",9238,1997.0,Penthouse,4,False,45.7991549,4.8079353
2841,"Maison de ville, 1970",767106,"8 Avenue Jean Jaurès, Lyon",93.6,2 pièces,8196,1970.0,Maison de ville,2,False,45.7766465,4.9419521
2842,"Loft, 1996",741026,"27 Rue du Président Édouard Herriot, Lyon",108.5,"2 pièces, balcon",6830,1996.0,Loft,2,False,45.7580701,4.7684492
2843,"Maison de ville, 2012",390537,"4 Place Bellecour, Lyon",92.3,"3 pièces, terrasse",4231,2012.0,Maison de ville,3,False,45.7585594,4.9031332
2844,"Studio, 1984",323801,"5 Rue Garibaldi, Lyon",63.3,3 pièces,5115,1984.0,Studio,3,False,45.7388665,4.7820843
2845,"Maison jumelée, 2011",750503,"13 Rue de Marseille, Lyon",50.2,5 pièces,14950,2011.0,Maison jumelée,5,False,45.7096632,4.8816718
2846,"Maison de ville, 1991",302367,"17 Rue Pasteur, Lyon",106.7,"3 pièces, terrasse",2834,1991.0,Maison de ville,3,False,45.6941204,4.8556267
2847,"Maison jumelée, 1970",759095,"27 Rue du Président Édouard Herriot, Lyon",43.2,"4 pièces, jardin",17572,1970.0,Maison jumelée,4,False,45.8545639,4.760498
2848,"Loft, 1990",782211,"2 Rue Victor Hugo, Lyon",35.1,"4 pièces, jardin",22285,1990.0,Loft,4,False,45.7716666,4.7585974
2849,"Appartement, 2013",157349,"13 Rue de Marseille, Lyon",100.9,5 pièces,1559,2013.0,Appartement,5,False,45.7982433,4.9089389
2850,"Maison de ville, 2004",363536,"17 Rue Pasteur, Lyon",42.5,Studio,8554,2004.0,Maison de ville,2,False,45.7001297,4.7631896
2851,"Maison jumelée, 1984",765251,"27 Rue du Président Édouard Herriot, Lyon",115.1,2 pièces,6649,1984.0,Maison jumelée,2,False,45.7402309,4.8273503
2852,"Maison individuelle, 1986",772924,"8 Avenue Jean Jaurès, Lyon",55.2,1 pièce,14002,1986.0,Maison individuelle,1,False,45.7334975,4.842422
2853,"Maison de ville, 2013",228173,"27 Rue du Président Édouard Herriot, Lyon",38.0,"4 pièces, parking",6005,2013.0,Maison de ville,4,False,45.8518844,4.9328814
2854,"Résidence étudiante, 1990",311498,"4 Place Bellecour, Lyon",117.8,"4 pièces, jardin",2644,1990.0,Résidence étudiante,4,False,45.7611189,4.8365484
2855,"Maison de ville, 1974",759435,"17 Rue Pasteur, Lyon",117.9,1 pièce,6441,1974.0,Maison de ville,1,False,45.7772573,4.9007707
2856,"Résidence étudiante, 2009",244388,"8 Avenue Jean Jaurès, Lyon",68.8,"5 pièces, duplex",3552,2009.0,Résidence étudiante,5,False,45.6987074,4.8679917
2857,"Maison jumelée, 1974",659881,"17 Rue Pasteur, Lyon",82.5,"3 pièces, ascenseur",7999,1974.0,Maison jumelée,3,False,45.8673068,4.9225634
2858,"Résidence étudiante, 1994",735010,"17 Rue Pasteur, Lyon",28.1,Studio,26157,1994.0,Résidence étudiante,3,False,45.7180944,4.9208772
2859,"Loft, 1973",617163,"17 Rue Pasteur, Lyon",67.6,"4 pièces, parking",9130,1973.0,Loft,4,False,45.8194757,4.8201033
2860,"Résidence de standing, 2022",578244,"25 Quai Saint-Antoine, Lyon",116.5,5 pièces,4963,2022.0,Résidence de standing,5,False,45.7722271,4.9109008
2861,"Studio, 2011",728968,"5 Rue Garibaldi, Lyon",21.1,"4 pièces, jardin",34548,2011.0,Studio,4,False,45.6909537,4.9045964
2862,"Loft, 2020",728500,"17 Rue Pasteur, Lyon",78.9,4 pièces,9233,2020.0,Loft,4,False,45.8208158,4.9053564
2863,"Loft, 1998",399997,"13 Rue de Marseille, Lyon",70.6,1 pièce,5666,1998.0,Loft,1,False,45.7203107,4.8687027
2864,"Résidence étudiante, 2024",613798,"2 Rue Victor Hugo, Lyon",97.9,"5 pièces, duplex",6270,2024.0,Résidence étudiante,5,False,45.837384,4.9457814
2865,"Studio, 2003",769062,"25 Quai Saint-Antoine, Lyon",60.0,4 pièces,12818,2003.0,Studio,4,False,45.7276797,4.8428008
2866,"Studio, 2007",448566,"2 Rue Victor Hugo, Lyon",18.3,"4 pièces, parking",24512,2007.0,Studio,4,False,45.7572419,4.8758643
2867,"Maison individuelle, 2000",562262,"5 Rue Garibaldi, Lyon",112.3,Studio,5007,2000.0,Maison individuelle,2,False,45.7583376,4.753549
2868,"Maison jumelée, 2000",607636,"10 Rue de la République, Lyon",103.9,"3 pièces, terrasse",5848,2000.0,Maison jumelée,3,False,45.8688429,4.8268906
2869,"Appartement, 2017",113937,"13 Rue de Marseille, Lyon",102.5,"4 pièces, parking",1112,2017.0,Appartement,4,False,45.7501727,4.9077776
2870,"Penthouse, 2022",565806,"13 Rue de Marseille, Lyon",104.5,5 pièces,5414,2022.0,Penthouse,5,False,45.867754,4.9052341
2871,"Résidence étudiante, 2017",466293,"5 Rue Garibaldi, Lyon",55.7,Studio,8372,2017.0,Résidence étudiante,3,False,45.8108402,4.9032332
2872,"Résidence étudiante, 2009",249665,"92 Quai Perrache, Lyon",111.6,2 pièces,2237,2009.0,Résidence étudiante,2,False,45.7871557,4.8350297
2873,"Résidence étudiante, 2004",418339,"13 Rue de Marseille, Lyon",79.9,Studio,5236,2004.0,Résidence étudiante,1,False,45.7389935,4.9010378
2874,"Maison individuelle, 2019",669099,"5 Rue Garibaldi, Lyon",91.7,"5 pièces, duplex",7297,2019.0,Maison individuelle,5,False,45.7844566,4.8204241
2875,"Studio, 1974",715992,"25 Quai Saint-Antoine, Lyon",49.1,"2 pièces, balcon",14582,1974.0,Studio,2,False,45.8612733,4.8522593
2876,"Résidence de standing, 1982",527869,"13 Rue de Marseille, Lyon",113.6,1 pièce,4647,1982.0,Résidence de standing,1,False,45.6969405,4.7835922
2877,"Penthouse, 1974",329357,"92 Quai Perrache, Lyon",103.8,"5 pièces, duplex",3173,1974.0,Penthouse,5,False,45.8543837,4.8610522
2878,"Appartement, 1974",137183,"5 Rue Garibaldi, Lyon",84.5,"5 pièces, duplex",1623,1974.0,Appartement,5,False,45.7212833,4.9230519
2879,"Penthouse, 2014",620558,"5 Rue Garibaldi, Lyon",34.6,2 pièces,17935,2014.0,Penthouse,2,False,45.8179251,4.8108497
2880,"Maison individuelle, 2006",618475,"25 Quai Saint-Antoine, Lyon",115.3,1 pièce,5364,2006.0,Maison individuelle,1,False,45.7172835,4.865236
2881,"Maison individuelle, 1985",543018,"8 Avenue Jean Jaurès, Lyon",47.2,2 pièces,11505,1985.0,Maison individuelle,2,False,45.8474708,4.8048962
2882,"Résidence de standing, 1986",278165,"4 Place Bellecour, Lyon",32.2,5 pièces,8639,1986.0,Résidence de standing,5,False,45.7695352,4.7630712
2883,"Studio, 2017",233292,"27 Rue du Président Édouard Herriot, Lyon",76.8,"2 pièces, balcon",3038,2017.0,Studio,2,False,45.8588948,4.9051183
2884,"Maison de ville, 2012",379658,"13 Rue de Marseille, Lyon",31.5,4 pièces,12053,2012.0,Maison de ville,4,False,45.7273765,4.8917084
2885,"Appartement, 2007",128258,"17 Rue Pasteur, Lyon",40.5,"4 pièces, parking",3167,2007.0,Appartement,4,False,45.8564359,4.7995265
2886,"Maison individuelle, 2012",755313,"2 Rue Victor Hugo, Lyon",60.9,"5 pièces, duplex",12403,2012.0,Maison individuelle,5,False,45.8605753,4.8948631
2887,"Immeuble, 2006",353613,"25 Quai Saint-Antoine, Lyon",75.4,"2 pièces, balcon",4690,2006.0,Immeuble,2,False,45.8336975,4.9301837
2888,"Maison individuelle, 2023",276310,"92 Quai Perrache, Lyon",59.0,3 pièces,4683,2023.0,Maison individuelle,3,False,45.7460318,4.9214256
2889,"Résidence de standing, 1971",787267,"13 Rue de Marseille, Lyon",78.7,"5 pièces, duplex",10003,1971.0,Résidence de standing,5,False,45.7402665,4.7902844
2890,"Résidence de standing, 1978",449885,"10 Rue de la République, Lyon",109.3,5 pièces,4116,1978.0,Résidence de standing,5,False,45.8423868,4.7643773
2891,"Immeuble, 2016",417427,"10 Rue de la République, Lyon",87.0,4 pièces,4798,2016.0,Immeuble,4,False,45.8483245,4.8318713
2892,"Penthouse, 1991",586029,"4 Place Bellecour, Lyon",22.4,"3 pièces, terrasse",26162,1991.0,Penthouse,3,False,45.8563048,4.9331249
2893,"Appartement, 2011",132924,"2 Rue Victor Hugo, Lyon",94.7,"2 pièces, balcon",1404,2011.0,Appartement,2,False,45.8481523,4.8635983
2894,"Penthouse, 1991",340226,"27 Rue du Président Édouard Herriot, Lyon",81.6,Studio,4169,1991.0,Penthouse,2,False,45.7821127,4.7843212
2895,"Studio, 2003",233131,"4 Place Bellecour, Lyon",26.5,1 pièce,8797,2003.0,Studio,1,False,45.8291977,4.8511548
2896,"Penthouse, 1972",566725,"92 Quai Perrache, Lyon",104.0,"2 pièces, balcon",5449,1972.0,Penthouse,2,False,45.7077936,4.7564166
2897,"Appartement, 2024",101371,"2 Rue Victor Hugo, Lyon",90.6,"3 pièces, terrasse",1119,2024.0,Appartement,3,False,45.7586843,4.7623043
2898,"Loft, 2004",511995,"13 Rue de Marseille, Lyon",29.1,"4 pièces, jardin",17594,2004.0,Loft,4,False,45.7932566,4.858164
2899,"Appartement, 2009",125455,"8 Avenue Jean Jaurès, Lyon",50.2,"3 pièces, terrasse",2499,2009.0,Appartement,3,False,45.7978757,4.9162784
2900,"Immeuble, 2009",229639,"5 Rue Garibaldi, Lyon",34.8,"3 pièces, terrasse",6599,2009.0,Immeuble,3,False,45.8019106,4.8280272
2901,"Loft, 2014",650320,"25 Quai Saint-Antoine, Lyon",78.3,1 pièce,8305,2014.0,Loft,1,False,45.7409728,4.8400062
2902,"Immeuble, 1976",530267,"25 Quai Saint-Antoine, Lyon",73.6,"4 pièces, parking",7205,1976.0,Immeuble,4,False,45.7115543,4.8435779
2903,"Penthouse, 2002",768928,"17 Rue Pasteur, Lyon",29.6,5 pièces,25977,2002.0,Penthouse,5,False,45.8696586,4.9012064
2904,"Studio, 1989",426626,"17 Rue Pasteur, Lyon",116.2,"4 pièces, parking",3671,1989.0,Studio,4,False,45.7967451,4.7642186
2905,"Penthouse, 1979",756454,"17 Rue Pasteur, Lyon",48.0,"4 pièces, parking",15759,1979.0,Penthouse,4,False,45.795241,4.8410514
2906,"Immeuble, 2015",703520,"27 Rue du Président Édouard Herriot, Lyon",29.3,"5 pièces, duplex",24011,2015.0,Immeuble,5,False,45.7090773,4.8445498
2907,"Penthouse, 2020",258729,"92 Quai Perrache, Lyon",79.4,"5 pièces, duplex",3259,2020.0,Penthouse,5,False,45.7787541,4.8989954
2908,"Résidence de standing, 1979",572912,"25 Quai Saint-Antoine, Lyon",61.3,"3 pièces, ascenseur",9346,1979.0,Résidence de standing,3,False,45.7887035,4.7946968
2909,"Immeuble, 2023",339043,"2 Rue Victor Hugo, Lyon",92.1,"2 pièces, balcon",3681,2023.0,Immeuble,2,False,45.7907932,4.9212964
2910,"Appartement, 2024",107800,"92 Quai Perrache, Lyon",77.8,1 pièce,1386,2024.0,Appartement,1,False,45.8634694,4.8812922
2911,"Maison de ville, 1977",423875,"92 Quai Perrache, Lyon",110.5,5 pièces,3836,1977.0,Maison de ville,5,False,45.7579264,4.8937671
2912,"Penthouse, 1984",214496,"4 Place Bellecour, Lyon",85.0,"5 pièces, duplex",2523,1984.0,Penthouse,5,False,45.8684803,4.8728943
2913,"Résidence étudiante, 1971",269698,"17 Rue Pasteur, Lyon",119.1,"2 pièces, balcon",2264,1971.0,Résidence étudiante,2,False,45.7256922,4.8586977
2914,"Appartement, 1982",113767,"17 Rue Pasteur, Lyon",27.8,4 pièces,4092,1982.0,Appartement,4,False,45.7218301,4.7776289
2915,"Résidence de standing, 1976",570895,"17 Rue Pasteur, Lyon",95.4,"4 pièces, jardin",5984,1976.0,Résidence de standing,4,False,45.7423186,4.767134
2916,"Résidence étudiante, 1980",507277,"25 Quai Saint-Antoine, Lyon",56.8,"4 pièces, jardin",8931,1980.0,Résidence étudiante,4,False,45.7403418,4.8887518
2917,"Maison jumelée, 2001",475129,"10 Rue de la République, Lyon",59.2,"4 pièces, parking",8026,2001.0,Maison jumelée,4,False,45.8684829,4.86794
2918,"Penthouse, 2022",765844,"17 Rue Pasteur, Lyon",71.4,"2 pièces, balcon",10726,2022.0,Penthouse,2,False,45.7294597,4.810308
2919,"Immeuble, 1979",228121,"17 Rue Pasteur, Lyon",79.3,"3 pièces, terrasse",2877,1979.0,Immeuble,3,False,45.7899778,4.879259
2920,"Immeuble, 2012",304071,"2 Rue Victor Hugo, Lyon",47.1,2 pièces,6456,2012.0,Immeuble,2,False,45.7652502,4.8129601
2921,"Maison jumelée, 2016",635614,"17 Rue Pasteur, Lyon",97.2,5 pièces,6539,2016.0,Maison jumelée,5,False,45.6999721,4.8968999
2922,"Appartement, 1983",114802,"13 Rue de Marseille, Lyon",58.1,Studio,1976,1983.0,Appartement,3,False,45.7144686,4.8328359
2923,"Maison jumelée, 2016",604045,"10 Rue de la République, Lyon",18.5,3 pièces,32651,2016.0,Maison jumelée,3,False,45.7220554,4.8773268
2924,"Maison individuelle, 1976",603296,"27 Rue du Président Édouard Herriot, Lyon",98.4,1 pièce,6131,1976.0,Maison individuelle,1,False,45.839469,4.8552007
